2624	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
2624	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
496	109.537
2624	109.537
1752	64.222
584	52.504
16176	51.333
4192	46.850
1720	46.162
42256	47.555
6032	45.217
5560	44.458
67520	45.965
10568	43.908
9024	43.798
144760	45.853
11816	43.503
14240	42.905
102792	44.087
13080	42.759
10592	43.034
73768	43.818
9336	43.196
8840	43.130
42360	43.842
6872	43.821
6608	43.967
205024	44.753
7480	43.776
6360	43.688
42552	44.472
6968	43.423
7392	43.454
44896	44.405
11192	43.394
11208	43.260
44024	44.338
9184	43.627
8848	43.613
203216	44.809
9424	43.488
11848	43.443
45248	44.369
6864	43.539
7336	43.443
41376	44.364
10864	43.275
10304	43.221
48952	44.319
10192	43.580
11256	43.590
206288	44.821
8800	43.585
10960	43.491
48168	44.420
10656	43.335
12384	43.321
43840	44.397
13440	43.299
13328	43.227
46792	44.338
13744	43.482
14440	43.452
209600	44.745
13544	43.407
13824	43.439
48112	44.362
15264	43.306
14128	43.253
49704	44.311
13960	43.262
13968	43.140
49176	44.239
13880	43.349
14264	43.343
213600	44.621
15280	43.237
15616	43.179
54064	44.148
14336	42.981
14680	42.901
58048	43.902
15832	42.836
17544	42.790
67192	43.651
18968	42.686
17600	42.649
240120	44.056
19536	42.221
19392	42.093
88632	42.952
23384	41.570
24912	41.555
105136	42.537
26024	41.078
26416	40.930
113960	42.014
27632	40.825
27792	40.698
318688	42.482
24512	40.404
27008	40.363
131480	41.314
25688	40.064
27256	39.938
145120	41.001
29584	39.768
30696	39.652
158440	40.724
32232	39.769
35776	39.567
402360	41.535
37064	39.547
38488	39.420
152176	40.489
39192	39.281
39400	39.169
155160	40.334
44800	39.179
44424	39.131
154568	40.264
43992	39.351
43504	39.349
440104	41.167
32984	39.291
36648	39.247
136056	40.367
50712	39.071
59408	38.927
352688	39.222
16888	37.253
14248	37.276
166104	38.075
23296	37.536
16824	37.675
505056	39.334
22248	37.654
23296	37.546
131984	38.495
37688	37.493
36720	37.595
150656	38.658
38104	37.475
40936	37.321
160024	38.497
37864	37.667
38784	37.640
497312	39.413
32504	37.630
29088	37.582
147832	38.474
28440	37.654
23784	37.604
141424	38.392
21768	37.543
17784	37.686
144920	38.395
23576	37.582
21424	37.474
506192	39.295
21048	37.600
21784	37.609
134000	38.415
21704	37.571
19056	37.683
137432	38.541
20128	37.826
19224	37.793
121096	38.539
20928	37.855
22840	37.560
517808	39.255
15480	37.776
14160	37.634
114024	38.366
13640	37.653
14592	37.703
102272	38.493
15464	37.767
15176	37.811
105176	38.526
17808	38.054
14408	38.010
491160	39.427
16304	37.828
16760	37.659
128160	38.380
18304	37.605
16496	37.562
111728	38.353
14280	37.630
17088	37.560
102944	38.289
11872	37.927
10624	37.797
522864	39.178
10160	37.722
9304	37.828
102664	38.388
10208	37.695
11184	37.604
82840	38.328
8720	37.728
8400	37.783
87560	38.305
8296	38.095
10528	38.046
526464	39.141
13760	37.856
15920	37.796
95696	38.396
17840	37.611
16776	37.721
99552	38.396
10032	37.591
8152	37.614
90464	38.294
10160	37.812
9696	37.955
510216	39.249
9352	37.937
8664	37.836
98432	38.447
11344	37.691
10832	37.602
86536	38.339
8480	37.626
6848	37.627
82736	38.329
4920	38.135
6272	38.007
523984	39.146
5928	37.924
7792	37.913
83736	38.373
7528	37.893
6600	37.871
70168	38.352
6736	37.788
6800	37.772
68832	38.374
6184	38.226
5544	38.185
523880	39.164
5984	37.965
5736	37.951
78664	38.395
5104	37.797
5248	37.746
69584	38.382
7168	37.726
9888	37.718
80472	38.368
135008	36.788
132808	36.994
538960	40.762
92720	37.479
78920	37.428
338864	39.235
62384	37.726
60320	37.772
239360	39.299
60320	37.610
56936	37.749
232592	39.333
64712	37.963
72144	37.659
599456	40.723
69000	37.859
69904	37.759
258616	39.262
69976	37.782
66320	37.703
256928	39.432
75080	37.571
64040	37.755
244288	39.428
69272	37.923
80560	37.640
598120	40.687
73424	37.688
74416	37.633
271784	39.364
66552	37.731
67240	37.716
246104	39.388
75176	37.612
73464	37.728
242504	39.416
77512	37.927
72296	37.895
580792	40.835
77656	37.801
81200	37.730
250392	39.431
79400	37.737
80184	37.669
245296	39.442
84664	37.618
81864	37.679
253472	39.450
82280	37.839
81512	37.820
569056	40.884
78664	37.877
83072	37.779
250800	39.519
78544	37.818
80160	37.808
236936	39.590
79200	37.706
79280	37.787
232880	39.529
78176	37.943
79200	37.838
559032	40.986
82008	37.892
83312	37.874
239208	39.649
82104	37.933
81768	37.966
226512	39.694
80184	37.902
79384	37.925
219208	39.719
78840	38.097
78584	38.063
543616	41.124
76200	38.189
77832	38.094
217352	39.776
74800	38.170
76312	38.231
206336	39.884
74952	38.075
76304	38.144
202320	39.883
69752	38.287
73400	38.291
516352	41.294
70640	38.399
75472	38.359
209248	39.994
69528	38.400
71472	38.348
198448	40.070
73056	38.253
71592	38.337
206600	40.125
69304	38.541
69224	38.479
497560	41.464
66720	38.671
72856	38.564
201896	40.198
66400	38.657
68512	38.611
188184	40.346
65632	38.537
62448	38.640
184888	40.326
59496	38.841
61920	38.729
474744	41.612
61488	38.989
64120	38.797
184160	40.409
63496	38.862
66840	38.898
180136	40.504
64304	38.721
62616	38.869
180992	40.488
62120	39.037
57808	38.853
465400	41.677
65616	38.982
69040	38.850
183504	40.429
63984	38.903
67416	38.844
182008	40.516
67920	38.739
66496	38.810
184192	40.512
66120	38.951
69312	38.868
454888	41.705
67968	39.015
66136	38.906
184952	40.512
62616	38.954
64072	38.904
176992	40.543
64304	38.774
63088	38.783
170800	40.568
64576	39.047
63064	38.855
457608	41.761
65400	39.002
65424	38.892
180240	40.607
56696	39.021
61088	39.011
177176	40.711
58320	38.870
63624	38.948
173408	40.712
60032	39.164
62872	39.086
435840	41.953
55744	39.294
55824	39.155
172944	40.783
55848	39.172
61192	39.103
171984	40.877
56168	38.999
59704	39.141
170352	40.866
56824	39.402
57168	39.244
409296	42.080
50880	39.542
51712	39.424
164712	40.922
49888	39.469
52704	39.453
155200	41.074
46456	39.329
47856	39.414
153256	41.063
44768	39.566
48264	39.523
377360	42.213
42920	39.856
43632	39.723
143808	41.177
45288	39.790
48584	39.758
138344	41.268
43584	39.635
46264	39.740
133872	41.293
44848	40.022
47256	39.848
349056	42.390
48384	39.999
49584	39.883
141752	41.354
51416	39.863
51896	39.888
134272	41.524
43624	39.791
44704	39.940
129408	41.523
37968	40.270
38424	40.085
318416	42.652
35512	40.506
36496	40.288
121136	41.644
37184	40.211
38360	40.311
122392	41.791
35904	40.190
36312	40.319
115456	41.745
35344	40.438
35560	40.301
299600	42.739
31768	40.609
33472	40.388
117808	41.681
30336	40.487
30360	40.457
107576	41.764
21624	40.441
24000	40.503
93352	41.616
19440	40.926
19976	41.027
318168	42.483
18288	41.146
21968	40.787
99888	41.754
18384	40.863
20264	40.889
86112	41.827
23496	40.765
22312	40.827
78840	41.739
23216	41.183
23960	41.101
320840	42.430
22280	41.155
21808	41.056
88528	41.774
20256	41.010
22544	41.021
78504	41.743
22472	40.803
24632	40.909
80064	41.692
26640	40.917
27640	40.816
323112	42.413
27504	40.825
26688	40.892
95632	41.733
26464	40.811
26368	40.837
86976	41.727
27152	40.561
27904	40.680
85208	41.667
24480	41.030
23672	40.804
328128	42.351
19752	40.874
23104	40.783
97872	41.639
25480	40.790
24736	40.822
91168	41.637
25368	40.635
25024	40.663
85504	41.507
23784	41.117
21720	41.111
338880	42.280
23536	41.026
24624	40.810
103552	41.588
27264	40.581
25600	40.472
97592	41.524
26776	40.316
28192	40.401
104144	41.414
26552	40.826
27904	40.756
357208	42.171
28568	40.852
30992	40.566
118672	41.416
31336	40.425
33520	40.414
118576	41.593
42176	40.309
43080	40.427
112360	41.901
45496	40.845
54152	40.628
312016	42.590
89976	40.276
94104	39.914
196368	41.325
138744	39.366
133392	39.238
244544	41.235
103000	39.109
116848	38.943
248888	41.264
112824	39.207
145360	39.280
305920	42.651
95896	39.707
81808	39.694
199280	41.576
68096	39.802
63544	39.655
150384	41.462
54904	39.463
46656	39.583
141616	41.339
35456	39.904
37968	39.679
315584	42.428
34112	39.992
40032	39.694
128592	41.219
32248	39.875
40040	39.935
107840	41.382
30640	39.608
28440	39.831
109368	41.347
24296	40.098
30968	39.755
315664	42.397
29216	40.044
35832	39.994
115568	41.281
32184	39.911
25968	39.882
96592	41.440
36208	39.766
28960	39.937
110600	41.465
35752	40.048
39088	39.801
308608	42.490
40136	39.970
42152	39.925
126968	41.450
37240	40.084
33064	40.106
110424	41.648
33584	39.948
32272	40.263
99352	41.683
29744	40.508
31056	40.290
278768	42.745
26640	40.488
26560	40.302
103424	41.565
27424	40.370
28040	40.352
103008	41.727
30040	40.025
29800	40.202
105096	41.760
30544	40.338
27568	40.215
262584	42.879
27672	40.574
28200	40.413
108080	41.700
28688	40.366
27128	40.323
105928	41.842
28288	40.219
26728	40.348
105384	41.815
22632	40.604
24776	40.398
264264	42.920
23032	40.735
23992	40.496
100904	41.682
21224	40.609
22984	40.631
83864	41.787
19352	40.326
18952	40.565
75576	41.764
18272	41.001
21200	40.870
277840	42.697
24144	41.024
19528	40.742
84680	41.816
23592	40.757
23744	40.756
84672	41.931
18592	40.458
26112	40.722
79040	41.775
19680	40.868
19576	40.673
282528	42.646
16296	40.967
18952	40.843
88560	41.754
25160	40.540
22096	40.562
87984	41.907
32520	40.278
27240	40.246
104624	41.906
27616	40.558
27200	40.280
267608	42.880
22768	40.526
27520	40.295
109312	41.592
29512	40.242
30848	40.273
113288	41.684
36056	40.029
37440	40.171
118792	41.620
36840	40.194
35504	40.092
287952	42.705
40872	40.300
42416	40.139
129904	41.514
46576	40.094
41416	39.979
121480	41.568
34920	39.736
33328	39.972
120720	41.428
30952	40.109
32752	39.886
310608	42.499
36760	40.120
44304	39.907
130032	41.260
44936	39.804
45024	39.863
137048	41.547
62072	39.743
61912	39.935
139496	41.680
54000	40.283
49032	40.124
294936	42.583
37824	40.204
28536	40.029
124192	41.318
26440	40.189
27992	40.179
102280	41.497
26080	39.858
26872	40.128
95840	41.465
25368	40.433
27496	40.215
312704	42.390
21232	40.624
19848	40.486
94056	41.381
19320	40.410
22704	40.376
79744	41.519
19432	40.233
17568	40.391
74200	41.442
20152	40.705
22624	40.684
319016	42.332
26704	40.660
21392	40.496
103344	41.456
35432	40.073
39000	39.982
112312	41.624
